,item_id,activation_date,date_from,date_to
1004407,1a4854f6ac0c,3/17/17,3/17/17,3/28/17
1004408,40bf4cede7a6,3/21/17,3/21/17,3/26/17
1004409,4a1531b72472,2/23/17,3/15/17,3/25/17
1004410,a0261c5bcc14,3/2/17,3/15/17,3/28/17
1004411,1b92a8c9bb19,3/12/17,3/15/17,3/28/17
1004412,675c05484e2f,3/25/17,3/25/17,3/28/17
1.00E+06,389e07882b27,3/27/17,3/27/17,3/28/17
1004414,b4051e74af0e,2/19/17,3/15/17,3/20/17
1004415,1e1e68132b38,3/10/17,3/15/17,3/28/17
1004416,52552acf9f15,2/19/17,3/15/17,3/21/17
1004417,1ed7ef96b76f,3/8/17,3/15/17,3/28/17
1004418,25fc9a542317,2/14/17,3/15/17,3/16/17
1004419,a09c64578a38,3/14/17,3/15/17,3/28/17
1004420,db19f458d33b,2/24/17,3/15/17,3/26/17
1004421,4eb3cb269a61,3/20/17,3/20/17,3/21/17
1004422,84d5ea605b53,2/23/17,3/15/17,3/25/17
1004423,c28a80c57cba,3/5/17,3/15/17,3/28/17
1004424,b8a0d264747a,2/24/17,3/15/17,3/26/17
1004425,a49be5deb9d3,2/16/17,3/15/17,3/17/17
1004426,ebeaeef15ce5,2/17/17,3/15/17,3/18/17
1004427,e18c5422426e,2/23/17,3/15/17,3/25/17
1004428,1b11f81939c7,3/6/17,3/15/17,3/28/17
1004429,7e23d272d4b4,3/6/17,3/15/17,3/28/17
1004430,9d75048b26c4,2/19/17,3/15/17,3/21/17
1004431,60c74b05b09a,3/25/17,3/25/17,3/28/17
1004432,96a4f6ce710f,3/24/17,3/24/17,3/26/17
1004433,f6f8f8de74dc,3/1/17,3/15/17,3/28/17
1004434,6008f4fe495d,3/23/17,3/23/17,3/28/17
1004435,3ba0578a579f,3/4/17,3/15/17,3/28/17
1004436,012cf00a4f5c,3/9/17,3/15/17,3/28/17
1004437,32e6dec37edb,3/24/17,3/24/17,3/28/17
1004438,3c529f0a5d5c,3/10/17,3/15/17,3/28/17
1004439,9b29b0779d1e,3/27/17,3/27/17,3/28/17
1004440,468b8c98039d,3/26/17,3/26/17,3/28/17
1004441,e6a5137ef5f5,3/6/17,3/15/17,3/28/17
1004442,3e4d18d92fad,2/18/17,3/15/17,3/19/17
1004443,064c40b13991,3/12/17,3/15/17,3/28/17
1004444,40c0f920ac21,3/2/17,3/15/17,3/28/17
1004445,95b9a5498d1d,2/17/17,3/15/17,3/19/17
1004446,680daa59e8e8,2/28/17,3/15/17,3/28/17
1004447,caffc0ac9d3a,2/15/17,3/15/17,3/17/17
1004448,d783811ecc42,3/21/17,3/21/17,3/28/17
1004449,69754df86cea,3/19/17,3/19/17,3/28/17
1004450,06e91de6393c,2/17/17,3/15/17,3/19/17
1004451,4538004185eb,3/23/17,3/24/17,3/28/17
1004452,f9e1a3d5dfad,2/22/17,3/15/17,3/24/17
1004453,f6c7a9187584,3/3/17,3/15/17,3/28/17
1004454,ecc318e40a16,3/28/17,3/28/17,3/28/17
1004455,39e2e22f6b3f,3/16/17,3/16/17,3/28/17
1004456,05938f65d27b,3/19/17,3/19/17,3/28/17
1004457,a185b5a886d6,3/16/17,3/16/17,3/28/17
1004458,f5337c6f7290,2/19/17,3/15/17,3/21/17
1004459,13e0d4825359,2/27/17,3/15/17,3/28/17
1004460,d4395ab0841a,3/23/17,3/23/17,3/28/17
1004461,c00fa1a07e5b,2/19/17,3/15/17,3/21/17
1004462,8d61d0c8fb3f,3/12/17,3/15/17,3/28/17
1004463,374b7fee77b3,3/11/17,3/15/17,3/28/17
1004464,3600c3dca665,3/28/17,3/28/17,3/28/17
1004465,638694f1c164,3/1/17,3/15/17,3/28/17
1004466,992796ea7bd8,3/14/17,3/15/17,3/28/17
1004467,25000d2eecd9,3/1/17,3/15/17,3/28/17
1004468,ee09e292f9af,2/17/17,3/15/17,3/19/17
1004469,ff6ccb858c5c,3/2/17,3/15/17,3/28/17
1004470,c779d31934ac,3/11/17,3/15/17,3/28/17
1004471,cd266fef0753,3/7/17,3/15/17,3/28/17
1004472,edce5aac0837,3/13/17,3/15/17,3/28/17
1004473,5bf6421387b4,3/14/17,3/15/17,3/28/17
1004474,017d3cb48292,2/20/17,3/15/17,3/18/17
1004475,8148ea2d416f,3/10/17,3/15/17,3/28/17
1004476,3bc03d2791cd,3/3/17,3/15/17,3/28/17
1004477,e70f2730ec31,3/17/17,3/17/17,3/28/17
1004478,e29605c0ab5c,3/13/17,3/15/17,3/28/17
1004479,37d18399907d,3/5/17,3/15/17,3/28/17
1004480,2dcd5bf4087d,2/15/17,3/15/17,3/17/17
1004481,35611023f021,3/27/17,3/27/17,3/28/17
1004482,89329a9d19d0,3/18/17,3/18/17,3/28/17
1004483,c48cde050647,3/11/17,3/15/17,3/28/17
1004484,e19363f966c4,2/26/17,3/15/17,3/27/17
1004485,bf7adf6e8794,3/3/17,3/15/17,3/28/17
1004486,1b3d892f6071,3/19/17,3/19/17,3/28/17
1004487,72677d94e021,3/16/17,3/16/17,3/28/17
1004488,a79019debc37,3/16/17,3/16/17,3/28/17
1004489,cd00980b1547,3/16/17,3/16/17,3/24/17
1004490,5b35c32c8455,2/18/17,3/15/17,3/20/17
1004491,eb9a60ed94f3,2/26/17,3/15/17,3/28/17
1004492,d0a6d63534f4,3/2/17,3/15/17,3/28/17
1004493,116e7b2794b5,2/24/17,3/15/17,3/26/17
1004494,9ce396ebd4a7,3/10/17,3/15/17,3/28/17
1004495,6e915ffaac35,2/13/17,3/15/17,3/15/17
1004496,0c5b478c7891,2/20/17,3/15/17,3/22/17
1004497,24fb59e7dd27,2/17/17,3/15/17,3/19/17
1004498,5aa5bd299488,3/7/17,3/15/17,3/28/17
1004499,dfbdf116aa93,3/5/17,3/15/17,3/21/17
1004500,bf1236699be2,3/5/17,3/15/17,3/28/17
1004501,19720b26c11a,3/15/17,3/15/17,3/28/17
1004502,791b5359cc98,3/2/17,3/15/17,3/28/17
1004503,4f6d8ee7524e,3/9/17,3/15/17,3/28/17
1004504,f44954543621,2/13/17,3/15/17,3/15/17
1004505,606cf9a9b856,2/25/17,3/15/17,3/27/17
1004506,392fade8f397,3/8/17,3/15/17,3/28/17
1004507,20d8641d7d53,3/28/17,3/28/17,3/28/17
1004508,215b7a6c9525,3/14/17,3/15/17,3/28/17
1004509,c51e4ab33ca9,2/22/17,3/15/17,3/24/17
1004510,ac56648fca1e,3/22/17,3/22/17,3/28/17
1004511,310686e87d82,2/27/17,3/15/17,3/28/17
1004512,631f7b42667a,3/6/17,3/15/17,3/24/17
1004513,ae4cc7d93da0,3/20/17,3/20/17,3/28/17
1004514,53666ae057ff,2/19/17,3/15/17,3/21/17
1004515,261bae3f17c1,2/28/17,3/15/17,3/28/17
1004516,36973aab1271,3/21/17,3/21/17,3/28/17
1004517,a1d196bb0b2e,3/18/17,3/18/17,3/28/17
1004518,4b73f510e2be,3/4/17,3/15/17,3/28/17
1004519,9443ab9ec5bd,3/7/17,3/15/17,3/28/17
1004520,4c0c12896323,2/25/17,3/15/17,3/27/17
1004521,e97f5bb376c2,2/25/17,3/15/17,3/26/17
1004522,296171c7bfd2,2/26/17,3/15/17,3/27/17
1004523,fcc31572050f,3/27/17,3/27/17,3/28/17
1004524,a01162a813eb,3/4/17,3/15/17,3/28/17
1004525,151ee152d2d9,3/14/17,3/15/17,3/28/17
1004526,c41cd25c2f64,2/23/17,3/15/17,3/25/17
1004527,0ce84514eb6a,3/13/17,3/15/17,3/28/17
1004528,2a8e57e33272,2/27/17,3/15/17,3/28/17
1004529,f1214736e44d,2/22/17,3/15/17,3/17/17
1004530,629dd8d05e30,3/23/17,3/23/17,3/28/17
1004531,46ba4b0600e8,2/21/17,3/15/17,3/23/17
1004532,3b30ec4c5a29,3/27/17,3/27/17,3/28/17
1004533,3e7c37b9cb4d,3/25/17,3/25/17,3/26/17
1004534,6064f882f6d0,3/21/17,3/21/17,3/28/17
1004535,16521d7f88e8,3/24/17,3/24/17,3/28/17
1004536,a870c7eefc41,3/14/17,3/15/17,3/28/17
1004537,fc28f172ed72,3/2/17,3/15/17,3/28/17
1004538,459c4fa19632,3/18/17,3/18/17,3/28/17
1004539,30e75ed0c654,3/15/17,3/15/17,3/28/17
1004540,2dac55c84d89,3/4/17,3/15/17,3/28/17
1004541,ee4c1d821e50,3/20/17,3/20/17,3/28/17
1004542,74f9e8f677cb,3/17/17,3/17/17,3/28/17
1004543,ff0fa1916937,2/18/17,3/15/17,3/19/17
1004544,cc18bda410bf,3/6/17,3/15/17,3/28/17
1004545,8ad33d38a2b0,3/19/17,3/19/17,3/28/17
1004546,e9747615d55c,3/4/17,3/15/17,3/28/17
1004547,754d5dee4900,3/8/17,3/15/17,3/28/17
1004548,0dfff5e16627,3/14/17,3/15/17,3/28/17
1004549,1507126c7b50,2/21/17,3/15/17,3/23/17
1004550,a0e596a6616c,3/2/17,3/15/17,3/28/17
1004551,9814b3a797be,2/19/17,3/15/17,3/21/17
1004552,4527bf07d756,3/10/17,3/15/17,3/28/17
1004553,c31f377d814e,2/21/17,3/15/17,3/23/17
1004554,82d206f00592,3/4/17,3/15/17,3/28/17
1004555,b0a351d27210,2/17/17,3/15/17,3/19/17
1004556,212dda17fbd3,3/16/17,3/16/17,3/28/17
1004557,4891262675a0,2/16/17,3/15/17,3/18/17
1004558,5391ba64c76e,2/23/17,3/15/17,3/24/17
1004559,d1f8d4e01cce,3/6/17,3/15/17,3/28/17
1004560,64ae560e8da9,3/12/17,3/15/17,3/28/17
1004561,0f9d05bdeb4e,3/5/17,3/15/17,3/28/17
1004562,6c3abdf7fd7b,3/8/17,3/15/17,3/27/17
1004563,dc97c5170783,3/5/17,3/15/17,3/28/17
1004564,66595a9e4d90,3/5/17,3/15/17,3/22/17
1004565,224ecdc5f6b6,3/24/17,3/24/17,3/28/17
1004566,aed2df9f2f72,3/2/17,3/15/17,3/28/17
1004567,bb87cffd2651,3/13/17,3/15/17,3/28/17
1004568,e661b7b5133a,3/27/17,3/27/17,3/28/17
1004569,ed3e1dd6d069,2/24/17,3/15/17,3/26/17
1004570,9aa7b85f3764,3/18/17,3/18/17,3/28/17
1004571,6f7cbde80371,3/28/17,3/28/17,3/28/17
1004572,3c9fc2d5de83,2/22/17,3/15/17,3/24/17
1004573,4b95bf149917,3/9/17,3/15/17,3/28/17
1004574,de59e35c6bf7,2/26/17,3/15/17,3/28/17
1004575,cf4ae198754c,2/19/17,3/15/17,3/20/17
1004576,6831071acb87,2/27/17,3/15/17,3/28/17
1004577,3cd5c83f64ab,3/19/17,3/19/17,3/28/17
1004578,2b5f1d9280c8,3/26/17,3/26/17,3/28/17
1004579,de4d3af6b2bb,3/1/17,3/15/17,3/28/17
1004580,92cd19c0756e,3/28/17,3/28/17,3/28/17
1004581,9457ae810512,2/14/17,3/15/17,3/16/17
1004582,50fa3b63d1f7,3/5/17,3/15/17,3/28/17
1004583,9945990ec19e,2/27/17,3/15/17,3/28/17
1004584,a633f6ab9531,2/23/17,3/15/17,3/25/17
1004585,5eda463939e1,3/3/17,3/15/17,3/28/17
1004586,82838fd2ceed,2/28/17,3/15/17,3/28/17
1004587,02fb24154c52,2/28/17,3/15/17,3/28/17
1004588,3ba9d6f0411d,3/11/17,3/15/17,3/28/17
1004589,ba4c6ee5ddbf,3/20/17,3/20/17,3/28/17
1004590,56b5df7237dd,2/13/17,3/15/17,3/15/17
1004591,98bc854a983e,3/5/17,3/15/17,3/28/17
1004592,1a1420005a1b,3/24/17,3/25/17,3/28/17
1004593,dd9f427c9203,2/20/17,3/15/17,3/22/17
1004594,305c657e4a28,2/26/17,3/15/17,3/28/17
1004595,feea31100f62,3/4/17,3/15/17,3/28/17
1004596,eb50b25cb100,2/21/17,3/15/17,3/23/17
1004597,9fa4576c4234,3/16/17,3/16/17,3/28/17
1004598,ee7be8f3cb16,2/20/17,3/15/17,3/21/17
1004599,c6f21bc6f48c,3/28/17,3/28/17,3/28/17
1004600,211368fac49a,2/17/17,3/15/17,3/19/17
1004601,0e2a091a8d17,3/12/17,3/15/17,3/28/17
1004602,09e6ef18f8e7,2/28/17,3/15/17,3/28/17
1004603,7a2961e5ecfd,3/17/17,3/17/17,3/28/17
1004604,a2f6c6bad9ce,2/26/17,3/15/17,3/28/17
1004605,ba6cbc168ae7,3/16/17,3/16/17,3/23/17
1004606,c73db0ce7abc,2/26/17,3/15/17,3/28/17
1004607,88c6986a9d7f,3/16/17,3/16/17,3/28/17
1004608,a2e87514d6d3,2/21/17,3/15/17,3/23/17
1004609,5d6df138d9ea,2/20/17,3/15/17,3/22/17
1004610,8bbc2c985731,3/10/17,3/15/17,3/28/17
1004611,8e40eef99967,3/15/17,3/15/17,3/24/17
1004612,6e6a514cdc73,3/15/17,3/15/17,3/28/17
1004613,e69975531c55,3/16/17,3/16/17,3/28/17
1004614,db3bf8d8c142,3/20/17,3/20/17,3/28/17
1004615,882de0779c8d,2/26/17,3/15/17,3/28/17
1004616,f0f7cf8ec2ac,2/15/17,3/15/17,3/17/17
1004617,147375c7fba2,2/25/17,3/15/17,3/27/17
1004618,c25e9b0ade4f,3/25/17,3/25/17,3/28/17
1004619,e85f69668eed,3/24/17,3/24/17,3/28/17
1004620,f58527e9e179,3/24/17,3/24/17,3/28/17
1004621,06bf1d91b4ad,2/21/17,3/15/17,3/22/17
1004622,15e9aa1d42af,2/26/17,3/15/17,3/28/17
1004623,d28081003801,3/20/17,3/20/17,3/28/17
1004624,f9cf79f02550,2/19/17,3/15/17,3/20/17
1004625,7cff5d85003a,3/2/17,3/15/17,3/28/17
1004626,500434376a77,3/1/17,3/15/17,3/28/17
1004627,522c2e873933,3/19/17,3/19/17,3/28/17
1004628,859683db283e,3/25/17,3/25/17,3/28/17
1004629,7aa47d786a43,3/26/17,3/26/17,3/28/17
1004630,7987cb2c09f7,3/4/17,3/15/17,3/28/17
1004631,51182824acb2,2/17/17,3/15/17,3/19/17
1004632,ab373596ac06,3/17/17,3/17/17,3/28/17
1004633,12077dc59228,3/28/17,3/28/17,3/28/17
1004634,2076d7b36426,3/27/17,3/27/17,3/28/17
1004635,54cc9f089301,2/26/17,3/15/17,3/28/17
1004636,3e59b01c4b9d,2/26/17,3/15/17,3/18/17
1004637,43dc37ab7010,3/1/17,3/15/17,3/28/17
1004638,7e8068b506f5,3/9/17,3/15/17,3/28/17
1004639,7e1f23648f1b,3/10/17,3/15/17,3/28/17
1004640,d66e18526af9,2/18/17,3/15/17,3/20/17
1004641,6933d536ef4f,2/20/17,3/15/17,3/22/17
1004642,e7ecc1b1624d,3/21/17,3/21/17,3/28/17
1004643,88537ec1260f,2/20/17,3/15/17,3/21/17
1004644,e7810be66795,3/12/17,3/15/17,3/28/17
1004645,de759faa8bbb,3/9/17,3/15/17,3/28/17
1004646,10b8bb1fef48,3/10/17,3/15/17,3/28/17
1004647,1f00f1450bb8,3/27/17,3/27/17,3/28/17
1004648,f4f5bdc0524e,3/1/17,3/15/17,3/28/17
1004649,1e7e455426f7,2/16/17,3/15/17,3/17/17
1004650,b2221a2aa669,3/14/17,3/15/17,3/28/17
1004651,26b733a53798,2/14/17,3/15/17,3/15/17
1004652,4dcba6f05407,3/17/17,3/17/17,3/28/17
1004653,34286d018956,3/23/17,3/23/17,3/28/17
1004654,4746a2e55f53,3/12/17,3/15/17,3/28/17
1004655,3b32b73b9c75,2/25/17,3/15/17,3/27/17
1004656,bc50f875ad58,3/26/17,3/26/17,3/28/17
1004657,23b2ec814ad0,3/25/17,3/25/17,3/28/17
1004658,38c49e668a2f,3/8/17,3/15/17,3/28/17
1004659,0b77a7ad301c,3/12/17,3/15/17,3/18/17
1004660,bb331a141afd,3/5/17,3/15/17,3/28/17
1004661,78587f73925e,2/23/17,3/15/17,3/25/17
1004662,e5494c25d5ba,3/24/17,3/24/17,3/25/17
1004663,ecd256874322,3/7/17,3/15/17,3/28/17
1004664,8c98a8d9fa0a,3/11/17,3/15/17,3/28/17
1004665,b5a40e54bb18,3/7/17,3/15/17,3/28/17
1004666,daa965c3a394,3/27/17,3/27/17,3/28/17
1004667,4db3223b4748,3/10/17,3/15/17,3/28/17
1004668,25eaf36cbc99,3/11/17,3/15/17,3/28/17
1004669,dfd473bee775,3/14/17,3/15/17,3/28/17
1004670,93caab46d150,3/19/17,3/19/17,3/28/17
1004671,3207c2335b5e,3/21/17,3/21/17,3/28/17
1004672,f4a1e18f6d7d,3/26/17,3/26/17,3/28/17
1004673,0b5d730b8c3b,3/28/17,3/28/17,3/28/17
1004674,64d87d22ccae,2/19/17,3/15/17,3/18/17
1004675,22a44c31e8d6,2/17/17,3/15/17,3/18/17
1004676,0bdca3658675,2/22/17,3/15/17,3/23/17
1004677,8d1475382f3a,3/13/17,3/15/17,3/28/17
1004678,7e1cee690b18,3/27/17,3/27/17,3/28/17
1004679,e45feb47f1f1,3/24/17,3/24/17,3/28/17
1004680,f4547daf60f7,3/7/17,3/15/17,3/28/17
1004681,4b89c203e71a,3/11/17,3/15/17,3/28/17
1004682,04be42451e27,2/26/17,3/15/17,3/28/17
1004683,9a74043cb78e,3/5/17,3/15/17,3/28/17
1004684,e52b7066d3de,3/18/17,3/18/17,3/28/17
1004685,52c32e616933,2/13/17,3/15/17,3/15/17
1004686,b5f44dfb351a,3/18/17,3/18/17,3/28/17
1004687,dddaf048f686,3/17/17,3/17/17,3/28/17
1004688,04dd6bb49605,3/8/17,3/15/17,3/28/17
1004689,eac254a4a42f,3/12/17,3/15/17,3/16/17
1004690,4d990c10f3a0,2/28/17,3/15/17,3/28/17
1004691,b622ea68754a,2/18/17,3/15/17,3/19/17
1004692,0b6c3a89bb32,3/23/17,3/23/17,3/28/17
1004693,27a963275e11,3/14/17,3/15/17,3/28/17
1004694,2d008bab6741,3/19/17,3/19/17,3/28/17
1004695,a9cf13f63663,2/20/17,3/15/17,3/22/17
1004696,a57d5367acdd,2/25/17,3/15/17,3/26/17
1004697,262d88b69174,2/20/17,3/15/17,3/22/17
1004698,e5e806b52c9e,3/14/17,3/15/17,3/28/17
1004699,832bbae385e3,2/15/17,3/15/17,3/17/17
1004700,f3736c1edf91,3/18/17,3/18/17,3/21/17
1004701,97dcecf99a07,2/26/17,3/15/17,3/28/17
1004702,f97d68d719b9,2/16/17,3/15/17,3/18/17
1004703,9b586584a88f,2/21/17,3/15/17,3/22/17
1004704,34bf1aab0b94,3/13/17,3/15/17,3/28/17
1004705,3c3fc217f397,3/4/17,3/15/17,3/28/17
1004706,4ab46f685e5a,2/24/17,3/15/17,3/26/17
1004707,b9682002a242,3/28/17,3/28/17,3/28/17
1004708,b5f6035f74ec,2/14/17,3/15/17,3/16/17
1004709,5c5d2baf04d3,3/23/17,3/23/17,3/28/17
1004710,1ae79b928144,2/25/17,3/15/17,3/27/17
1004711,52d982b7f2ca,2/22/17,3/15/17,3/24/17
1004712,113a1cdcf071,2/15/17,3/15/17,3/17/17
1004713,9724484fb924,3/8/17,3/15/17,3/28/17
1004714,15414c040894,3/4/17,3/15/17,3/28/17
1004715,c3ba2f534f48,3/21/17,3/21/17,3/28/17
1004716,4e2304d4db45,2/20/17,3/15/17,3/22/17
1004717,95a1c77cdbd2,3/17/17,3/17/17,3/28/17
1004718,f45c0a4b6894,3/25/17,3/25/17,3/28/17
1004719,2ac47dec3752,3/17/17,3/17/17,3/28/17
1004720,c24af224ee48,2/28/17,3/15/17,3/28/17
1004721,537627755abf,3/11/17,3/15/17,3/28/17
1004722,30ceffcebb9c,3/27/17,3/27/17,3/28/17
1004723,24314b03ccb3,3/6/17,3/15/17,3/28/17
1004724,1e1926abccae,2/17/17,3/15/17,3/19/17
1004725,447af991bb6c,3/20/17,3/20/17,3/28/17
1004726,3665fb7b83a2,3/7/17,3/15/17,3/28/17
1004727,8a59f2c71e7e,3/19/17,3/19/17,3/28/17
1004728,d4f82657d8f8,2/19/17,3/15/17,3/21/17
1004729,a1753133fc63,3/20/17,3/20/17,3/28/17
1004730,06d91a03a098,3/16/17,3/16/17,3/28/17
1004731,c3fa1b926044,3/21/17,3/21/17,3/28/17
1004732,8104e8d0bba9,2/14/17,3/15/17,3/16/17
1004733,91ff1c4a6c3a,3/26/17,3/26/17,3/28/17
1004734,6ef890758cd7,3/9/17,3/15/17,3/28/17
1004735,2aac1abf95cd,3/10/17,3/15/17,3/28/17
1004736,7c3e32347513,3/11/17,3/15/17,3/28/17
1004737,08cd38a4d619,3/20/17,3/20/17,3/27/17
1004738,1c42499768c4,2/20/17,3/15/17,3/21/17
1004739,14f23501e5cd,3/8/17,3/15/17,3/28/17
1004740,c5e4796f6212,3/9/17,3/15/17,3/28/17
1004741,511774bdce05,3/13/17,3/15/17,3/28/17
1.00E+06,547e799d5a8e,3/14/17,3/15/17,3/28/17
1004743,b18542bb678d,2/24/17,3/15/17,3/26/17
1004744,a8a9cbbcb11f,3/11/17,3/15/17,3/28/17
1004745,686eab7f3a12,3/20/17,3/20/17,3/28/17
1004746,9bac38dbc6cc,2/16/17,3/15/17,3/17/17
1004747,47b067385693,3/19/17,3/20/17,3/28/17
1004748,64bbbce16196,3/24/17,3/24/17,3/28/17
1004749,8fd7a6ad4a48,3/24/17,3/24/17,3/28/17
1004750,db862ed64e93,3/13/17,3/15/17,3/28/17
1004751,b8040ac93685,2/14/17,3/15/17,3/16/17
1004752,7ca5a4589ca4,3/9/17,3/15/17,3/28/17
1004753,7b556773f00c,3/13/17,3/15/17,3/28/17
1004754,511d4b6727ec,2/22/17,3/15/17,3/24/17
1004755,c921680df575,3/4/17,3/15/17,3/28/17
1004756,68235a77fed7,2/20/17,3/15/17,3/22/17
1004757,aeafd24d2785,3/3/17,3/15/17,3/28/17
1004758,070f96f52bb3,3/27/17,3/27/17,3/28/17
1004759,87eb9e132de3,3/6/17,3/15/17,3/28/17
1004760,57b3d5b6a814,3/17/17,3/17/17,3/28/17
1004761,5451a870b018,3/10/17,3/15/17,3/28/17
1004762,af8c27ec6174,2/14/17,3/15/17,3/16/17
1004763,a4c95b8837ce,3/10/17,3/15/17,3/28/17
1004764,971156dd1ff8,3/10/17,3/15/17,3/28/17
1004765,0dd1dddd0ac7,2/13/17,3/15/17,3/15/17
1004766,1613c0601d84,2/15/17,3/15/17,3/17/17
1004767,b7ac81023a0e,2/28/17,3/15/17,3/25/17
1004768,56a64f294cb8,2/25/17,3/15/17,3/26/17
1004769,b4028e5e59fd,3/6/17,3/15/17,3/28/17
1004770,49d01c8d13fd,3/9/17,3/15/17,3/27/17
1004771,888eb639d76c,2/19/17,3/15/17,3/21/17
1004772,5168ee746bfd,2/17/17,3/15/17,3/18/17
1004773,3.46E+11,2/27/17,3/15/17,3/28/17
1004774,c9ed3824ab0b,3/4/17,3/15/17,3/28/17
1004775,f2438d21a96c,3/13/17,3/15/17,3/28/17
1004776,3761cf39816d,2/26/17,3/15/17,3/28/17
1004777,abe58fa13f5d,2/15/17,3/15/17,3/17/17
1004778,e06316a9b53a,3/25/17,3/25/17,3/28/17
1004779,5ad0140e192d,3/9/17,3/15/17,3/28/17
1004780,76e2e7f2bdae,3/18/17,3/18/17,3/28/17
1004781,0e383e25923e,2/16/17,3/15/17,3/18/17
1004782,497abf1e0eea,2/17/17,3/15/17,3/19/17
1004783,5da0de0885e3,3/14/17,3/15/17,3/28/17
1004784,9e53937b912b,3/15/17,3/15/17,3/28/17
1004785,4c645f558312,2/17/17,3/15/17,3/19/17
1004786,e435e671d7d9,2/23/17,3/15/17,3/25/17
1004787,6e0d4b3db487,3/13/17,3/15/17,3/28/17
1004788,ebc4b68dc41f,3/10/17,3/15/17,3/28/17
1004789,6e0d37d15d7b,3/2/17,3/15/17,3/28/17
1004790,52be7dd1cb58,3/18/17,3/18/17,3/21/17
1004791,e63ac4516f95,3/12/17,3/15/17,3/28/17
1004792,ee5438c299e2,3/27/17,3/27/17,3/28/17
1004793,3aff890aebc9,3/10/17,3/15/17,3/28/17
1004794,62c6ccf7133d,2/23/17,3/15/17,3/25/17
1004795,eab906e57f68,3/20/17,3/20/17,3/25/17
1004796,a0ff7f64c604,2/23/17,3/15/17,3/25/17
1004797,a5d40dec2ae5,3/3/17,3/15/17,3/28/17
1004798,efcc88dd99ff,3/23/17,3/23/17,3/28/17
1004799,0fd2df9ad30d,3/17/17,3/17/17,3/28/17
1004800,83fee8d9e04c,3/6/17,3/15/17,3/28/17
1004801,83a4e2ad3a14,3/16/17,3/16/17,3/28/17
1004802,38e0ac4f88ce,2/24/17,3/15/17,3/25/17
1004803,aeb7179ef13c,3/6/17,3/15/17,3/28/17
1004804,dbddfcd8b504,3/10/17,3/15/17,3/28/17
1.00E+06,415e9483c8ad,2/23/17,3/15/17,3/25/17
1004806,f84d26d56f7f,3/25/17,3/25/17,3/28/17
1004807,f0324d5925df,2/23/17,3/15/17,3/25/17
1004808,72bc8cf5ad84,3/15/17,3/15/17,3/28/17
1004809,8c2a074cf773,2/15/17,3/15/17,3/17/17
1004810,7e07c026b47e,3/27/17,3/27/17,3/28/17
1004811,b0c8b7f75a8e,3/3/17,3/15/17,3/28/17
1004812,4ad7dfc4fdf6,2/28/17,3/15/17,3/28/17
1004813,2e1308ee4e03,3/13/17,3/15/17,3/28/17
1004814,05736a7c51fe,3/26/17,3/26/17,3/28/17
1004815,b2f3863ccf8a,2/21/17,3/15/17,3/23/17
1004816,85a74aa14f88,3/9/17,3/15/17,3/28/17
1004817,a12030893e02,3/3/17,3/15/17,3/28/17
1004818,df4e037759bd,2/23/17,3/15/17,3/24/17
1004819,79e800f08d03,3/4/17,3/15/17,3/28/17
1004820,a3041d761114,2/20/17,3/15/17,3/22/17
1004821,20c18affeeb9,2/15/17,3/15/17,3/17/17
1004822,f6f1ad6dead2,3/24/17,3/24/17,3/28/17
1004823,a0b7c7cbafa3,3/28/17,3/28/17,3/28/17
1004824,810d68dfff6d,2/24/17,3/15/17,3/25/17
1004825,a451b6feaf0c,2/27/17,3/15/17,3/28/17
1004826,5cbb79d6b77a,2/22/17,3/15/17,3/23/17
1004827,7c40ac5409f5,2/28/17,3/15/17,3/28/17
1004828,1e4bf6c77c10,2/15/17,3/15/17,3/16/17
1004829,bccdfea40bc8,3/13/17,3/15/17,3/28/17
1004830,c7df7be07a15,3/20/17,3/20/17,3/28/17
1004831,dd91d33b1633,3/15/17,3/15/17,3/28/17
1004832,48837d82aad3,3/12/17,3/15/17,3/28/17
1004833,b253dc94760f,3/19/17,3/19/17,3/28/17
1004834,99349af3085f,3/12/17,3/15/17,3/28/17
1004835,5f7395b2003b,3/27/17,3/27/17,3/28/17
1004836,30f50c994730,3/14/17,3/15/17,3/28/17
1004837,9b478ed18fda,3/16/17,3/16/17,3/28/17
1004838,02544840d813,2/27/17,3/15/17,3/28/17
1004839,bd00de4d2a58,3/12/17,3/15/17,3/28/17
1004840,2a7c1ed5b653,3/7/17,3/15/17,3/28/17
1004841,de21b2c5fdbd,2/18/17,3/15/17,3/19/17
1004842,24c1f1448f87,3/25/17,3/25/17,3/28/17
1004843,03661c054455,2/14/17,3/15/17,3/16/17
1004844,a2602d479214,3/3/17,3/15/17,3/28/17
1004845,7161fd3e6ff6,3/6/17,3/15/17,3/28/17
1004846,b8e586028d0b,2/24/17,3/15/17,3/25/17
1004847,5b06db2e52dc,3/26/17,3/26/17,3/28/17
1004848,0cb82dff0f3e,3/23/17,3/23/17,3/28/17
1004849,cd658c2b4ece,3/8/17,3/15/17,3/28/17
1004850,b740b88439f3,3/12/17,3/15/17,3/28/17
1004851,251df6a1aee9,2/21/17,3/15/17,3/23/17
1004852,11cc8918822c,2/16/17,3/15/17,3/17/17
1004853,2849be85a24d,2/17/17,3/15/17,3/19/17
1004854,6d733782593e,3/15/17,3/15/17,3/28/17
1004855,0c3a11926ef6,3/8/17,3/15/17,3/28/17
